lesson_gap,kg_proximity,difficulty_fit,duration_fit,style_type_fit,prereq_readiness,rule_score,content_score,tag_overlap,tfidf_lesson_sim,graph_score,gnn_style_affinity,kg_resource_centrality,risk_score,engagement_norm,performance_norm,attendance_ratio,gpa_norm,prior_score,time_budget,interaction_density_norm,submission_delay,forum_activity,n_gap_norm,quiz_gap,assessment_gap,resource_appetite,ability,res_duration_norm,res_difficulty,res_is_video,res_is_lab,res_is_pdf,res_prereq_count,res_lesson_size,student_id,resource_id,predicted_relevance
1.0,1.0,0.793872,0.81268847,0.55,1.0,0.7353,0.3582595,0.24285714,0.37054,0.85023415,0.745374,1.0,0.55,0.537,0.584,0.875,0.5656109,0.75,0.17777778,0.10035622,0.0,0.53333336,0.33333334,0.5362319,0.7894737,0.5675676,0.6066581,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST2135,R004,0.81821
1.0,1.0,0.6583356,0.4732421,0.85,1.0,0.70946,0.5597955,0.22666667,0.5710507,0.53854614,0.5899759,0.35714287,0.55,0.643,0.391,0.466,0.6289593,0.5,0.64444447,0.024621505,0.8,0.6,0.33333334,0.73913044,0.0,0.8648649,0.5026845,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST2136,R002,0.69889
1.0,1.0,0.93406045,0.44932896,0.7,1.0,0.74073,0.87475866,0.43870968,0.87475866,0.68927115,0.9949987,0.5,0.55,0.669,0.534,0.25,0.47511312,0.75,0.93333334,0.089807205,0.0,0.26666668,0.33333334,0.014492754,0.4631579,0.9189189,0.5710652,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST2137,R028,0.74642
1.0,1.0,0.9980871,0.97080505,1.0,1.0,0.72011,0.55626196,0.4473684,0.5732343,0.6554793,0.3999952,0.9285714,0.2,0.553,0.696,0.855,0.7375566,0.5,0.31111112,0.1639521,0.0,0.2,0.33333334,0.08695652,0.29473683,0.3243243,0.68050474,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2138,R012,0.84144
1.0,1.0,0.64097714,0.82481796,0.7,1.0,0.72717,0.8460028,0.4121212,0.8460028,0.70851636,0.72681963,0.64285713,0.55,0.543,0.631,0.388,0.1040724,1.0,0.18888889,0.1317512,0.4,0.73333335,0.33333334,0.5652174,0.4,0.7567568,0.530682,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2139,R003,0.76423
1.0,1.0,0.9692498,0.7112433,0.55,1.0,0.7582,0.47846735,0.39534885,0.43576562,0.71691346,0.5019053,0.71428573,0.55,0.411,0.498,0.562,0.9638009,0.5,0.07777778,0.26433834,0.0,0.73333335,0.6666667,0.3768116,0.38947368,0.7837838,0.62782216,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST2140,R029,0.83864
1.0,1.0,0.9568068,0.82481796,0.55,1.0,0.76934,0.3934015,0.23448277,0.38725346,0.50707173,0.61282146,0.5714286,0.55,0.319,0.55,0.225,0.9728507,0.25,0.18888889,0.13098113,0.6,0.0,0.6666667,0.4347826,0.28421053,0.5405405,0.6077529,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2141,R008,0.83372
1.0,1.0,0.97984475,0.7112433,0.7,1.0,0.78132,0.5202635,0.425,0.47494453,0.7350692,0.653635,0.71428573,0.55,0.592,0.471,0.523,0.95475113,1.0,0.5888889,0.02988254,0.6,0.53333336,0.33333334,0.46376812,0.05263158,0.9459459,0.7099278,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST2142,R029,0.87691
1.0,1.0,0.80248183,0.9081949,1.0,0.0,0.73148,0.45405266,0.2,0.35579157,0.83289504,0.58268344,0.5,0.55,0.43,0.724,0.721,0.32579187,0.75,0.65555555,0.05096129,0.0,0.26666668,0.6666667,0.028985508,0.6526316,0.5945946,0.5927712,0.4,0.35,1.0,0.0,0.0,0.5,0.3,ST2143,R011,0.8375
1.0,1.0,0.6004243,0.5288571,1.0,1.0,0.72555,0.82437134,0.4857143,0.82437134,0.516188,0.4794069,0.64285713,0.55,0.626,0.525,0.653,0.5927602,0.75,0.8111111,0.061489683,0.2,0.6,0.33333334,0.7826087,0.48421052,0.6486486,0.59608984,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2144,R003,0.75763
1.0,1.0,0.6844061,0.4732421,0.55,1.0,0.67267,0.62617105,0.3617021,0.62617105,0.82802725,0.67154264,0.5,0.55,0.229,0.538,0.264,0.7873303,0.5,0.022222223,0.2740208,0.2,0.53333336,0.6666667,0.6376812,0.67368424,0.5675676,0.5716228,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST2145,R031,0.69283
1.0,1.0,0.8898014,0.7218587,0.5,1.0,0.73658,0.28549224,0.20923077,0.39789465,0.8101524,0.646958,0.42857143,0.55,0.464,0.407,0.466,0.6696833,0.5,0.08888889,0.4155203,0.4,0.0,0.6666667,0.10144927,0.6105263,0.6216216,0.49967963,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST2146,R027,0.83314
1.0,1.0,0.7827495,0.8007374,0.55,1.0,0.73164,0.3211914,0.18630137,0.3375637,0.7505004,0.745374,1.0,0.55,0.281,0.539,0.45,0.81447965,0.75,0.16666667,0.070608005,1.0,0.8666667,0.6666667,0.4347826,0.3859649,0.35135135,0.62459767,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST2147,R004,0.80856
1.0,1.0,0.77582115,0.36246955,0.85,1.0,0.71966,0.4678408,0.37777779,0.45665023,0.6249599,0.34480786,0.42857143,0.55,0.54,0.269,0.622,0.12669684,0.75,0.82222223,0.005460464,0.4,0.6,0.6666667,0.65217394,0.2631579,0.27027026,0.31319174,1.0,0.15,0.0,0.0,1.0,0.0,0.1,ST2148,R001,0.71173
1.0,1.0,0.6863842,0.9081949,0.55,1.0,0.72526,0.87752146,0.5862069,0.87752146,0.7780845,0.67154264,0.5,0.55,0.569,0.427,0.897,0.71493214,0.75,0.51111114,0.031326413,0.6,0.6,0.33333334,0.13043478,0.37894738,1.0,0.57481325,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST2149,R031,0.7722
1.0,1.0,0.97408974,0.69047856,0.7,1.0,0.77768,0.39093035,0.27755103,0.455792,0.8494084,0.7803813,0.42857143,0.55,0.532,0.747,0.307,0.3846154,0.75,0.6111111,0.06389066,0.4,0.93333334,0.33333334,0.08695652,0.97894734,0.4054054,0.63562864,0.25,0.6,0.0,0.0,1.0,0.5,0.6,ST2150,R023,0.87154
1.0,1.0,0.90894514,0.92860293,1.0,1.0,0.83522,0.45861545,0.3617021,0.48389444,0.4545729,0.3999952,0.9285714,0.55,0.446,0.345,0.879,0.88687783,0.5,0.2777778,0.028430417,0.0,0.8666667,0.6666667,0.5942029,0.6105263,0.3783784,0.5305567,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2151,R012,0.89142
1.0,1.0,0.86789757,0.4362108,1.0,1.0,0.76792,0.52446437,0.4722222,0.47611186,0.66826594,0.517528,0.71428573,0.55,0.492,0.645,0.792,0.13122173,0.5,0.95555556,0.029717525,0.2,0.53333336,0.33333334,0.3478261,0.14736842,0.10810811,0.4643509,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST2152,R029,0.74573
1.0,1.0,0.585899,0.6555883,1.0,1.0,0.59985,0.43916076,0.2372093,0.48385066,0.75122494,0.8731281,0.35714287,0.2,0.568,0.492,0.773,0.87782806,0.5,0.4,0.11092595,0.6,0.26666668,0.6666667,0.76811594,0.86315787,0.45945945,0.61951774,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST2153,R002,0.61115
1.0,1.0,0.97336006,0.74356705,0.55,1.0,0.7629,0.4665326,0.33333334,0.43401518,0.692046,0.5019053,0.71428573,0.55,0.273,0.705,0.466,0.97737557,0.5,0.11111111,0.15585425,1.0,0.8,0.6666667,0.9710145,0.042105265,0.2972973,0.72038704,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST2154,R029,0.84182
1.0,1.0,0.8921912,0.6317514,0.85,1.0,0.63725,0.536447,0.4047619,0.56318,0.7346253,0.7870934,0.9285714,0.2,0.692,0.25,0.936,0.97737557,0.25,0.67777777,0.030547244,0.8,0.53333336,0.33333334,0.5217391,0.80701756,1.0,0.5035341,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2155,R012,0.76344
1.0,1.0,0.9085667,0.6653731,1.0,1.0,0.80356,0.5332913,0.255,0.62869054,0.7370327,0.35903326,0.42857143,0.55,0.605,0.741,0.33,0.13574661,0.5,0.8888889,0.08308306,0.0,0.53333336,0.33333334,0.3043478,0.7894737,0.8648649,0.52994627,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2156,R017,0.91801
1.0,1.0,0.8751276,0.89483935,0.65,1.0,0.77541,0.5435607,0.3,0.66815466,0.53553593,0.06247129,0.42857143,0.55,0.422,0.435,0.224,0.561086,0.5,0.6666667,0.13120115,0.0,0.4,0.33333334,0.5797101,0.14035088,0.45945945,0.47601232,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2157,R017,0.88313
1.0,1.0,0.5542684,0.37894267,0.55,1.0,0.63533,0.6567858,0.65384614,0.6354926,0.59947777,0.61291784,0.42857143,0.55,0.569,0.547,0.525,0.8280543,0.75,0.85555553,0.019560628,0.2,1.0,0.33333334,0.11594203,0.18947369,1.0,0.6705348,1.0,0.15,0.0,0.0,1.0,0.0,0.1,ST2158,R001,0.55276
1.0,1.0,0.74320906,0.78896207,0.7,1.0,0.88132,0.38512793,0.24285714,0.44804928,0.72528684,0.7803813,0.42857143,0.85,0.555,0.27,0.816,0.07692308,0.5,0.15555556,0.22377402,0.2,0.73333335,0.33333334,0.6956522,0.8,0.8648649,0.2632404,0.25,0.6,0.0,0.0,1.0,0.5,0.6,ST2159,R023,0.91924
1.0,1.0,0.648858,0.5910079,1.0,1.0,0.74269,0.5772518,0.32903227,0.58885795,0.60497385,0.8731281,0.35714287,0.55,0.44,0.475,0.607,0.6244344,0.5,0.47777778,0.008075781,0.0,0.6666667,0.33333334,0.82608694,0.83157897,0.5405405,0.5179709,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST2160,R002,0.73376
1.0,1.0,0.9819043,0.45603526,0.85,1.0,0.77211,0.5608907,0.4047619,0.56394315,0.69756323,0.7870934,0.9285714,0.55,0.46,0.773,0.306,0.53846157,0.5,0.9222222,0.08795683,0.2,0.53333336,0.33333334,0.5217391,0.24561404,0.027027028,0.64823276,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2161,R012,0.87058
1.0,1.0,0.81229657,0.59540194,1.0,1.0,0.77591,0.303478,0.27755103,0.45807457,0.65612614,0.22901297,0.42857143,0.55,0.767,0.327,0.736,0.25791857,0.5,0.7222222,0.07809304,0.8,0.73333335,0.33333334,0.8695652,0.05263158,1.0,0.37467194,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST2162,R027,0.85557
1.0,1.0,0.5648653,0.5288571,0.7,0.0,0.59644,0.6556504,0.33170733,0.6556504,0.71832776,0.72681963,0.64285713,0.55,0.399,0.593,0.257,0.8914027,0.5,0.8111111,0.056730125,0.0,0.2,0.6666667,0.04347826,0.15789473,0.27027026,0.65344304,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2163,R003,0.62225
1.0,1.0,0.96206415,0.4172482,1.0,1.0,0.64648,0.27229142,0.24285714,0.41386908,0.5988143,0.22901297,0.42857143,0.2,0.628,0.588,0.821,0.800905,0.25,0.98888886,0.08127691,0.0,0.26666668,0.6666667,0.5942029,0.80701756,0.21621622,0.61623245,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST2164,R027,0.64296
1.0,1.0,0.9004345,0.9852944,0.55,1.0,0.77732,0.54482853,0.425,0.5719792,0.47882944,0.17590761,0.9285714,0.55,0.508,0.293,0.655,0.77828056,0.75,0.32222223,0.061971422,0.0,0.6,0.33333334,0.9710145,0.877193,0.8648649,0.51682985,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2165,R012,0.87162
0.0,0.35,0.9065606,0.79482794,1.0,1.0,0.56431,0.03181279,0.085,0.057106927,0.51093435,0.35903326,0.42857143,0.55,0.867,0.437,0.607,0.40723982,0.75,0.75555557,0.120348305,0.2,0.93333334,0.0,0.95652175,0.6315789,1.0,0.5267106,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2166,R017,0.5633
1.0,1.0,0.82121044,0.7546649,0.7,1.0,0.7548,0.7855914,0.4121212,0.67237896,0.6026218,0.29665312,0.5,0.55,0.51,0.596,0.444,0.08144797,0.25,0.54444444,0.020496318,0.0,0.93333334,0.33333334,0.3043478,0.94736844,0.9459459,0.38904908,0.25,0.6,0.0,0.0,1.0,0.5,0.1,ST2167,R016,0.87857
1.0,1.0,0.92804193,0.7218587,0.5,1.0,0.74423,0.3137579,0.33170733,0.46700135,0.8357674,0.646958,0.42857143,0.55,0.465,0.661,0.801,0.43891403,0.5,0.08888889,0.32657775,0.0,0.33333334,0.33333334,0.884058,0.24561404,0.7567568,0.5613579,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST2168,R027,0.85384
1.0,1.0,0.9904507,0.44932896,1.0,1.0,0.65601,0.43677092,0.272,0.43677092,0.43301573,0.2828921,0.5,0.2,0.552,0.823,0.85,0.561086,0.5,0.93333334,0.033182822,0.0,0.0,0.6666667,0.5217391,0.05263158,0.7567568,0.6928215,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST2169,R028,0.67915
1.0,1.0,0.6726697,0.43945402,0.85,1.0,0.70827,0.57931685,0.41463414,0.5681194,0.46398467,0.34480786,0.42857143,0.55,0.683,0.445,0.656,0.3167421,0.75,0.96666664,0.040685005,0.6,0.6,0.33333334,0.17391305,0.94736844,0.8378378,0.47956496,1.0,0.15,0.0,0.0,1.0,0.0,0.1,ST2170,R001,0.61697
1.0,1.0,0.91138357,0.8559395,1.0,0.0,0.74699,0.40498465,0.23859648,0.3834213,0.8780785,0.58268344,0.5,0.55,0.407,0.334,0.31,0.6696833,0.25,0.46666667,0.021987254,0.0,0.33333334,0.6666667,0.014492754,0.7017544,0.8108108,0.4171233,0.4,0.35,1.0,0.0,0.0,0.5,0.3,ST2171,R011,0.85521
1.0,1.0,0.82881564,0.9852944,0.85,1.0,0.805,0.75262135,0.35789475,0.6430758,0.65926003,0.38757885,0.5,0.55,0.626,0.354,0.334,0.36199096,0.5,0.32222223,0.22670619,0.0,0.8666667,0.33333334,0.3043478,0.36842105,0.7027027,0.40131557,0.25,0.6,0.0,0.0,1.0,0.5,0.1,ST2172,R016,0.92013
1.0,1.0,0.9142403,0.7773599,0.55,1.0,0.75513,0.38361478,0.21587302,0.37761968,0.50557643,0.61282146,0.5714286,0.55,0.37,0.346,0.389,0.6968326,1.0,0.14444445,0.33692342,0.2,0.53333336,0.6666667,0.072463766,0.86315787,0.6486486,0.5390973,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2173,R008,0.81711
1.0,1.0,0.5452239,0.4803053,1.0,1.0,0.70868,0.5842423,0.31875,0.59598905,0.5940209,0.8731281,0.35714287,0.55,0.49,0.605,0.613,0.9366516,0.5,0.6333333,0.107040145,0.0,0.4,0.33333334,0.8405797,0.0,0.5945946,0.6851228,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST2174,R002,0.70208
1.0,1.0,0.79492337,0.5910079,1.0,1.0,0.77191,0.50935996,0.3617021,0.51398873,0.7521932,0.5542223,0.71428573,0.55,0.583,0.627,0.946,0.46606335,0.75,0.9777778,0.08410143,0.6,0.2,0.33333334,0.76811594,0.77894735,0.43243244,0.6049623,0.4,0.35,0.0,0.0,1.0,0.5,0.3,ST2175,R010,0.86312
1.0,1.0,0.52726114,0.89483935,0.55,1.0,0.69183,0.451193,0.29142857,0.50095075,0.6065479,0.41113195,0.35714287,0.55,0.431,0.585,0.646,0.9683258,0.75,0.0,0.9397039,0.8,1.0,0.6666667,0.42028984,0.10526316,0.5405405,0.71409494,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST2176,R002,0.66467
1.0,1.0,0.9473555,0.5910079,0.8,1.0,0.77439,0.30706143,0.20816326,0.36813393,0.89094007,0.5636563,0.42857143,0.55,0.519,0.366,0.853,0.9004525,0.75,0.9777778,0.0039046176,0.0,0.26666668,0.6666667,0.24637681,0.45614034,0.21621622,0.5925089,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2177,R017,0.85515
1.0,1.0,0.8602215,0.70599425,1.0,1.0,0.79876,0.5418125,0.43589744,0.5467362,0.80416393,0.5542223,0.71428573,0.55,0.552,0.722,0.708,0.09049774,0.5,0.84444445,0.009248111,0.4,0.6,0.33333334,0.89855075,0.07017544,0.5945946,0.49964273,0.4,0.35,0.0,0.0,1.0,0.5,0.3,ST2178,R010,0.9106
1.0,1.0,0.77134925,0.89483935,0.95,0.0,0.71665,0.31050086,0.20298508,0.3411097,0.9842979,0.57073003,0.5,0.55,0.202,0.521,0.219,0.9411765,0.75,0.0,0.16625012,0.0,0.4,0.6666667,0.14492753,0.3508772,0.3783784,0.6429851,0.0,0.35,1.0,0.0,0.0,0.5,1.0,ST2179,R005,0.82725
1.0,1.0,0.83890206,0.84962267,0.55,1.0,0.74874,0.4803184,0.37777779,0.4372984,0.6819953,0.5019053,0.71428573,0.55,0.389,0.352,0.576,0.39819005,0.75,0.45555556,0.06783576,0.0,0.2,0.6666667,0.28985506,0.21052632,0.35135135,0.41758394,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST2180,R029,0.83582
1.0,1.0,0.99289554,0.46974957,0.7,1.0,0.75495,0.54803044,0.28333333,0.5308767,0.75581324,0.6753603,0.5714286,0.55,0.482,0.554,0.278,0.9638009,0.5,0.9,0.051689778,0.2,0.06666667,0.33333334,0.0,0.57894737,0.6756757,0.6659605,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2181,R008,0.85757
1.0,1.0,0.83672833,0.7272256,1.0,1.0,0.65861,0.87715006,0.60714287,0.87715006,0.71007097,0.54141074,0.5,0.2,0.696,0.747,0.979,0.91855204,0.75,0.34444445,0.09352966,0.6,0.73333335,0.33333334,0.47826087,0.12631579,0.972973,0.8173037,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST2182,R031,0.83445
1.0,1.0,0.9857551,0.9424624,0.55,1.0,0.78925,0.81666154,0.52307695,0.7054996,0.6556605,0.46932545,0.5,0.55,0.476,0.751,0.398,0.71493214,0.25,0.37777779,0.06106269,0.0,0.53333336,0.33333334,0.23188406,0.47368422,0.8378378,0.65444374,0.25,0.6,0.0,0.0,1.0,0.5,0.1,ST2183,R016,0.91219
1.0,1.0,0.63775635,0.8623034,1.0,1.0,0.63503,0.8896537,0.56666666,0.8896537,0.43322644,0.4794069,0.64285713,0.2,0.537,0.58,0.913,0.46153846,0.5,0.44444445,0.030687809,0.0,1.0,0.33333334,0.65217394,0.5263158,0.24324325,0.53587687,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2184,R003,0.66972
1.0,1.0,0.7259329,0.45603526,1.0,1.0,0.74191,0.8302389,0.45333335,0.8302389,0.5393346,0.4794069,0.64285713,0.55,0.559,0.401,0.579,0.2850679,0.5,0.9222222,0.033629954,1.0,0.46666667,0.33333334,0.6086956,0.4,0.3783784,0.3936566,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2185,R003,0.86772
1.0,1.0,0.918383,0.6133075,1.0,1.0,0.79927,0.53391886,0.56666666,0.4846947,0.70316654,0.517528,0.71428573,0.55,0.589,0.673,0.797,0.3122172,0.5,0.7,0.055113863,0.0,0.8,0.33333334,0.24637681,0.010526316,0.8378378,0.545779,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST2186,R029,0.90069
1.0,1.0,0.8453768,0.9565287,0.7,1.0,0.78386,0.5350403,0.36956522,0.5617032,0.6856009,0.69074404,0.9285714,0.55,0.522,0.638,0.301,0.009049774,0.5,0.36666667,0.12940519,0.6,0.73333335,0.33333334,0.6376812,0.58947366,0.3783784,0.42802706,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2187,R012,0.88655
1.0,1.0,0.9932779,0.4732421,1.0,0.0,0.85544,0.3858912,0.2,0.33949476,0.49388415,0.008537748,0.5,0.85,0.263,0.363,0.323,0.04524887,0.5,0.022222223,0.38144493,0.0,0.4,0.6666667,0.65217394,0.18947369,0.5675676,0.26335144,0.4,0.35,1.0,0.0,0.0,0.5,1.0,ST2188,R007,0.96903
1.0,1.0,0.9556482,0.700784,0.8,1.0,0.65122,0.3004905,0.3090909,0.46405244,0.7383271,0.84785825,0.42857143,0.2,0.622,0.699,0.84,0.8054299,0.75,0.06666667,0.4009372,0.0,0.93333334,0.33333334,0.46376812,0.42105263,0.7567568,0.7489546,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST2189,R027,0.79205
1.0,1.0,0.8434246,0.5866462,1.0,1.0,0.78108,0.35407144,0.23050848,0.3655984,0.49309,0.055173926,1.0,0.55,0.574,0.421,0.847,0.6877828,0.5,0.73333335,0.1253779,0.0,0.33333334,0.33333334,0.9710145,0.24210526,0.3783784,0.5267345,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST2190,R004,0.83926
1.0,1.0,0.60631484,0.7218587,0.85,1.0,0.59089,0.86984044,0.59130436,0.86984044,0.44894835,0.4577813,0.64285713,0.2,0.644,0.732,0.699,0.4479638,0.25,0.5777778,0.08616829,0.2,0.33333334,0.33333334,0.5072464,0.44210526,0.6486486,0.586589,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2191,R003,0.64732
1.0,1.0,0.98804426,0.59540194,0.7,1.0,0.76906,0.5894453,0.4,0.5689595,0.7822991,0.6753603,0.5714286,0.55,0.488,0.628,0.505,0.9366516,0.5,0.7222222,0.07393468,0.2,0.33333334,0.33333334,0.04347826,0.14035088,0.2972973,0.6967028,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2192,R008,0.87355
1.0,1.0,0.5215613,0.8882354,1.0,1.0,0.6149,0.7694373,0.34871796,0.7694373,0.41558558,0.4794069,0.64285713,0.2,0.624,0.559,0.832,0.959276,0.75,0.42222223,0.19735114,0.0,0.06666667,0.33333334,0.5652174,0.1754386,0.4864865,0.7232882,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2193,R003,0.64912
1.0,1.0,0.91163343,0.4362108,1.0,1.0,0.77667,0.5367693,0.4473684,0.5663561,0.6103668,0.3999952,0.9285714,0.55,0.603,0.266,0.635,0.9683258,0.5,0.95555556,0.08884411,0.0,0.33333334,0.33333334,0.82608694,0.6315789,0.7027027,0.5348927,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2194,R012,0.76341
1.0,1.0,0.82211643,0.90149236,0.7,1.0,0.9106,0.47604442,0.32692307,0.4870221,0.64179015,0.69074404,0.9285714,0.85,0.23,0.476,0.263,0.28959277,0.5,0.25555557,0.19384648,0.0,0.2,0.6666667,0.6666667,0.34736842,0.24324325,0.39051035,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2195,R012,0.95184
1.0,1.0,0.79881704,0.935507,1.0,1.0,0.81402,0.5570788,0.31875,0.6567333,0.7179904,0.35903326,0.42857143,0.55,0.664,0.456,0.66,0.009049774,0.5,0.53333336,0.16044277,0.8,0.6666667,0.33333334,0.68115944,0.29473683,0.7297297,0.35293072,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2196,R017,0.92473
1.0,1.0,0.91920173,0.6317514,0.5,1.0,0.73165,0.2650561,0.21935484,0.40318224,0.7978836,0.646958,0.42857143,0.55,0.424,0.33,0.636,0.97737557,0.5,0.67777777,0.007998426,0.2,0.33333334,0.6666667,0.5652174,0.6666667,0.6216216,0.54709953,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST2197,R027,0.83485
1.0,1.0,0.65513545,0.7272256,0.7,1.0,0.71829,0.6307951,0.31875,0.64081544,0.5285427,0.77259135,0.35714287,0.55,0.497,0.513,0.341,0.37556562,0.75,0.32222223,0.06357079,0.0,0.73333335,0.33333334,0.33333334,0.56842107,0.7567568,0.507846,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST2198,R002,0.71538
1.0,1.0,0.9556407,0.78896207,0.7,1.0,0.7858,0.8263765,0.36756757,0.8263765,0.6805518,0.9949987,0.5,0.55,0.48,0.712,0.266,0.49321267,0.5,0.15555556,0.23330358,0.0,0.8666667,0.33333334,0.24637681,0.7368421,0.6756757,0.60587204,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST2199,R028,0.91201
1.0,1.0,0.73729926,0.4628416,1.0,1.0,0.745,0.8524901,0.46896553,0.8524901,0.53307176,0.4794069,0.64285713,0.55,0.553,0.36,0.582,0.1719457,0.75,0.9111111,0.033182822,0.0,0.0,0.33333334,0.6376812,0.2736842,0.9459459,0.37532374,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2200,R003,0.87372
1.0,1.0,0.8258099,0.8687145,0.65,1.0,0.90041,0.47969413,0.20816326,0.5896487,0.32871082,0.06247129,0.42857143,0.85,0.569,0.309,0.398,0.4479638,0.5,0.6888889,0.08573979,1.0,0.0,0.33333334,0.95652175,0.68421054,0.6486486,0.39646757,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2201,R017,0.9452
1.0,1.0,0.89292985,0.4803053,1.0,0.0,0.69822,0.40156728,0.22666667,0.38395342,0.8783218,0.58268344,0.5,0.55,0.435,0.182,0.773,0.64253396,1.0,0.033333335,0.16113216,1.0,0.46666667,0.6666667,0.71014494,0.21052632,0.5135135,0.44688734,0.4,0.35,1.0,0.0,0.0,0.5,0.3,ST2202,R011,0.81462
1.0,1.0,0.8164175,0.73263246,1.0,1.0,0.7932,0.41722763,0.24285714,0.35785958,0.6972865,0.6296382,0.5,0.55,0.467,0.382,0.763,0.3167421,0.5,0.1,0.29253277,0.0,0.13333334,0.6666667,0.0,0.8842105,0.6486486,0.3813186,0.25,0.6,0.0,0.0,1.0,0.5,0.1,ST2203,R016,0.8689
1.0,1.0,0.875369,0.50962806,1.0,0.0,0.69823,0.3972993,0.24727273,0.37987265,0.8647053,0.58268344,0.5,0.55,0.538,0.484,0.629,0.29864255,0.75,0.07777778,0.5113935,0.8,0.2,0.6666667,0.39130434,0.77894735,0.7567568,0.47521126,0.4,0.35,1.0,0.0,0.0,0.5,0.3,ST2204,R011,0.80933
1.0,1.0,0.8742645,0.73263246,1.0,1.0,0.80477,0.31605804,0.17662337,0.33076376,0.4286606,0.055173926,1.0,0.55,0.508,0.387,0.555,0.4841629,0.75,0.1,0.4599612,0.2,0.93333334,0.6666667,0.7246377,0.11578947,0.6216216,0.47699273,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST2205,R004,0.8482
0.0,0.35,0.98212034,0.74909544,1.0,1.0,0.54496,0.056819763,0.2125,0.049428653,0.42701218,0.35903326,0.42857143,0.2,0.758,0.653,0.745,0.61538464,0.5,0.8,0.103418425,0.0,1.0,0.0,0.08695652,0.08421053,0.6216216,0.64858115,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST2206,R017,0.5376
1.0,1.0,0.756777,0.49842793,0.85,1.0,0.73217,0.86493653,0.544,0.86493653,0.55422276,0.4577813,0.64285713,0.55,0.582,0.519,0.597,0.03167421,0.25,0.85555553,0.09484117,0.6,0.6,0.33333334,0.5072464,0.21052632,0.45945945,0.34390807,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST2207,R003,0.86101
1.0,1.0,0.9205444,0.87517333,0.55,1.0,0.76813,0.57963914,0.5151515,0.58279365,0.44213313,0.17590761,0.9285714,0.55,0.473,0.648,0.463,0.16742082,1.0,0.43333334,0.14520377,0.0,0.8,0.33333334,0.24637681,0.42105263,0.45945945,0.5492651,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST2208,R012,0.85589
