student_id,rank,resource_id,resource_title,lesson,type,difficulty,minutes,predicted_relevance,strategy,reason,risk_level,learning_style,lms_url
ST2011,3,R011,Lab Session 2 Recording,Agile & Scrum,Video,Beginner,60,0.8012,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; high tf-idf match to the need profile,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=349961
ST2011,4,R009,Scrum Guides (Official),Agile & Scrum,URL,Intermediate,30,0.6629,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=347556
ST2011,5,R005,How to Install Git?,Software Development Models,URL/Video,Beginner,20,0.559,Rule-based filter,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=346074
ST2011,6,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.5475,Context-aware,Difficulty matches current ability; format suits the learning style,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=349960
ST2012,1,R027,Maven Lab - 2,Managing Software Projects,URL/Lab,Intermediate,45,0.923,Rule-based filter,Targets a lesson flagged as non-engaged; format suits the learning style,High Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=354271
ST2012,2,R023,Decision Tables,Managing Software Projects,PDF,Intermediate,45,0.8949,Rule-based filter,Targets a lesson flagged as non-engaged; strong gnn embedding similarity,High Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=352746
ST2012,3,R022,Software Cost Estimation,Managing Software Projects,PDF,Advanced,45,0.6993,Rule-based filter,Targets a lesson flagged as non-engaged; strong gnn embedding similarity,High Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=352718
ST2012,4,R024,Activity - Cost Estimation,Managing Software Projects,PDF,Intermediate,30,0.5954,Rule-based filter,Targets a lesson flagged as non-engaged; strong gnn embedding similarity; revisit prerequisites first,High Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=352721
ST2012,5,R032,Managing Software Projects,Managing Software Projects,PDF,Advanced,60,0.4933,Rule-based filter,Targets a lesson flagged as non-engaged; fits the available study time; revisit prerequisites first,High Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=369884
ST2012,6,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.4926,Context-aware,Difficulty matches current ability; fits the available study time,High Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=346072
ST2013,1,R003,Lesson 01 - Software Engineering Methods,Software Engineering Methods,PDF,Foundational,45,0.7597,Rule-based filter,Targets a lesson flagged as non-engaged; format suits the learning style; high tf-idf match to the need profile,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=342801
ST2013,2,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.4912,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=346072
ST2013,3,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.4879,Context-aware,Difficulty matches current ability; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/url/view.php?id=351823
ST2013,4,R016,Introduction to UI/UX Design,UI/UX Design,PDF,Intermediate,45,0.4794,Context-aware,Difficulty matches current ability; format suits the learning style; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=350426
ST2013,5,R020,Maven Lab Session,Software Development Models,PDF,Intermediate,45,0.4776,Context-aware,Difficulty matches current ability; format suits the learning style; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=351396
ST2013,6,R018,Data Process Modeling,Software Development Models,PDF,Intermediate,45,0.4761,Context-aware,Difficulty matches current ability; format suits the learning style; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=369879
ST2014,1,R002,Pre-reading Material,General,PDF,Foundational,30,0.8108,Rule-based filter,Targets a lesson flagged as non-engaged; high tf-idf match to the need profile,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=342800
ST2014,2,R001,Software Engineering by Sommerville (Textbook),General,PDF,Foundational,120,0.698,Rule-based filter,Targets a lesson flagged as non-engaged; high tf-idf match to the need profile,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=350428
ST2014,3,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.507,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=351823
ST2014,4,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.5066,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=346072
ST2014,5,R010,Lab Session 02 - VCS Part 02,Agile & Scrum,PDF,Beginner,60,0.4974,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=347959
ST2014,6,R011,Lab Session 2 Recording,Agile & Scrum,Video,Beginner,60,0.4809,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=349961
ST2015,1,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.5276,Context-aware,Knowledge-graph neighbour of a weak lesson; difficulty matches current ability; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=346072
ST2015,2,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.5207,Context-aware,Knowledge-graph neighbour of a weak lesson; difficulty matches current ability; format suits the learning style,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=351823
ST2015,3,R010,Lab Session 02 - VCS Part 02,Agile & Scrum,PDF,Beginner,60,0.5072,Context-aware,Knowledge-graph neighbour of a weak lesson; difficulty matches current ability; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=347959
ST2015,4,R011,Lab Session 2 Recording,Agile & Scrum,Video,Beginner,60,0.4892,Context-aware,Knowledge-graph neighbour of a weak lesson; difficulty matches current ability; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=349961
ST2015,5,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.4856,Context-aware,Knowledge-graph neighbour of a weak lesson; difficulty matches current ability,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=349960
ST2015,6,R035,Testing Lecture and Lab (Recording),Software Testing,Video,Intermediate,90,0.4766,Rule-based filter,Knowledge-graph neighbour of a weak lesson; difficulty matches current ability; fits the available study time,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=362804
ST2016,1,R023,Decision Tables,Managing Software Projects,PDF,Intermediate,45,0.8964,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=352746
ST2016,2,R027,Maven Lab - 2,Managing Software Projects,URL/Lab,Intermediate,45,0.8924,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=354271
ST2016,3,R022,Software Cost Estimation,Managing Software Projects,PDF,Advanced,45,0.7572,Rule-based filter,Targets a lesson flagged as non-engaged; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=352718
ST2016,4,R024,Activity - Cost Estimation,Managing Software Projects,PDF,Intermediate,30,0.6729,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=352721
ST2016,5,R032,Managing Software Projects,Managing Software Projects,PDF,Advanced,60,0.5396,Rule-based filter,Targets a lesson flagged as non-engaged; fits the available study time; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=369884
ST2016,6,R025,Functional Point Analysis (PPT),Managing Software Projects,PDF,Advanced,30,0.5283,Rule-based filter,Targets a lesson flagged as non-engaged; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=353154
ST2017,1,R003,Lesson 01 - Software Engineering Methods,Software Engineering Methods,PDF,Foundational,45,0.8087,Rule-based filter,Targets a lesson flagged as non-engaged; format suits the learning style; fits the available study time; high tf-idf match to the need profile,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=342801
ST2017,2,R021,Maven Lab Session (Recording),Software Development Models,URL/Video,Intermediate,45,0.5037,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/url/view.php?id=351818
ST2017,3,R020,Maven Lab Session,Software Development Models,PDF,Intermediate,45,0.499,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=351396
ST2017,4,R016,Introduction to UI/UX Design,UI/UX Design,PDF,Intermediate,45,0.4988,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=350426
ST2017,5,R018,Data Process Modeling,Software Development Models,PDF,Intermediate,45,0.4975,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=369879
ST2017,6,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.4964,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=346072
ST2018,1,R008,Lesson 03 - Agile Scrum,Agile & Scrum,PDF,Intermediate,45,0.8303,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=347831
ST2018,2,R012,Lesson 04 - Requirements Engineering,Requirements Engineering,PDF,Intermediate,45,0.815,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=347768
ST2018,3,R011,Lab Session 2 Recording,Agile & Scrum,Video,Beginner,60,0.8015,Rule-based filter,Targets a lesson flagged as non-engaged; format suits the learning style; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=349961
ST2018,4,R010,Lab Session 02 - VCS Part 02,Agile & Scrum,PDF,Beginner,60,0.7978,Rule-based filter,Targets a lesson flagged as non-engaged; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=347959
ST2018,5,R009,Scrum Guides (Official),Agile & Scrum,URL,Intermediate,30,0.6589,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; revisit prerequisites first,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=347556
ST2018,6,R015,In Class Activity - Group 02,Requirements Engineering,PDF,Intermediate,30,0.6481,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; revisit prerequisites first,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=348331
ST2019,1,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.8284,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=351823
ST2019,2,R012,Lesson 04 - Requirements Engineering,Requirements Engineering,PDF,Intermediate,45,0.817,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/resource/view.php?id=347768
ST2019,3,R016,Introduction to UI/UX Design,UI/UX Design,PDF,Intermediate,45,0.6124,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/resource/view.php?id=350426
ST2019,4,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.5395,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=349960
ST2019,5,R011,Lab Session 2 Recording,Agile & Scrum,Video,Beginner,60,0.538,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=349961
ST2019,6,R015,In Class Activity - Group 02,Requirements Engineering,PDF,Intermediate,30,0.5323,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/resource/view.php?id=348331
ST2020,1,R012,Lesson 04 - Requirements Engineering,Requirements Engineering,PDF,Intermediate,45,0.8525,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=347768
ST2020,2,R015,In Class Activity - Group 02,Requirements Engineering,PDF,Intermediate,30,0.5472,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; high tf-idf match to the need profile; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=348331
ST2020,3,R014,In Class Activity - Group 01,Requirements Engineering,PDF,Intermediate,30,0.5465,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; high tf-idf match to the need profile; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=347770
ST2020,4,R013,SRS Template - IEEE Standard,Requirements Engineering,PDF,Intermediate,30,0.5259,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; revisit prerequisites first,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=347769
ST2020,5,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.5093,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=351823
ST2020,6,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.4846,Context-aware,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=346072
ST2021,1,R003,Lesson 01 - Software Engineering Methods,Software Engineering Methods,PDF,Foundational,45,0.7978,Rule-based filter,Targets a lesson flagged as non-engaged; fits the available study time; high tf-idf match to the need profile,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=342801
ST2021,2,R027,Maven Lab - 2,Managing Software Projects,URL/Lab,Intermediate,45,0.5147,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=354271
ST2021,3,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.5045,Context-aware,Difficulty matches current ability; format suits the learning style,Medium Risk,Highly Engaged,https://online.uom.lk/mod/url/view.php?id=351823
ST2021,4,R016,Introduction to UI/UX Design,UI/UX Design,PDF,Intermediate,45,0.494,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=350426
ST2021,5,R029,Software Testing,Software Testing,PDF,Intermediate,45,0.4899,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=354073
ST2021,6,R018,Data Process Modeling,Software Development Models,PDF,Intermediate,45,0.4888,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Highly Engaged,https://online.uom.lk/mod/resource/view.php?id=369879
ST2022,1,R028,Software Maintenance,Software Maintenance & Evolution,PDF,Intermediate,45,0.8963,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; high tf-idf match to the need profile,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=353761
ST2022,2,R021,Maven Lab Session (Recording),Software Development Models,URL/Video,Intermediate,45,0.5225,Rule-based filter,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=351818
ST2022,3,R030,Testing - Lecture Recording,Software Testing,Video,Intermediate,60,0.5112,Context-aware,Difficulty matches current ability; format suits the learning style; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=354273
ST2022,4,R027,Maven Lab - 2,Managing Software Projects,URL/Lab,Intermediate,45,0.4771,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=354271
ST2022,5,R029,Software Testing,Software Testing,PDF,Intermediate,45,0.4718,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=354073
ST2022,6,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.4687,Context-aware,Format suits the learning style,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=349960
ST2023,1,R028,Software Maintenance,Software Maintenance & Evolution,PDF,Intermediate,45,0.9114,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=353761
ST2023,2,R033,Testing Lab Sheet,Software Testing,PDF,Intermediate,60,0.501,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=358769
ST2023,3,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.4997,Rule-based filter,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=346072
ST2023,4,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.4912,Rule-based filter,Difficulty matches current ability; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/url/view.php?id=351823
ST2023,5,R032,Managing Software Projects,Managing Software Projects,PDF,Advanced,60,0.4881,Rule-based filter,Format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=369884
ST2023,6,R010,Lab Session 02 - VCS Part 02,Agile & Scrum,PDF,Beginner,60,0.4876,Rule-based filter,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=347959
ST2024,1,R027,Maven Lab - 2,Managing Software Projects,URL/Lab,Intermediate,45,0.8687,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=354271
ST2024,2,R023,Decision Tables,Managing Software Projects,PDF,Intermediate,45,0.8409,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=352746
ST2024,3,R022,Software Cost Estimation,Managing Software Projects,PDF,Advanced,45,0.7047,Rule-based filter,Targets a lesson flagged as non-engaged; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=352718
ST2024,4,R024,Activity - Cost Estimation,Managing Software Projects,PDF,Intermediate,30,0.6492,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=352721
ST2024,5,R021,Maven Lab Session (Recording),Software Development Models,URL/Video,Intermediate,45,0.5467,Rule-based filter,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=351818
ST2024,6,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.505,Context-aware,Difficulty matches current ability; format suits the learning style; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=349960
ST2025,1,R004,Lesson 02 - Software Development Models,Software Development Models,PDF,Beginner,45,0.8311,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=345474
ST2025,2,R005,How to Install Git?,Software Development Models,URL/Video,Beginner,20,0.8133,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=346074
ST2025,3,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.7958,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=349960
ST2025,4,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.7203,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=346072
ST2025,5,R021,Maven Lab Session (Recording),Software Development Models,URL/Video,Intermediate,45,0.7037,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/url/view.php?id=351818
ST2025,6,R020,Maven Lab Session,Software Development Models,PDF,Intermediate,45,0.6256,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=351396
ST2026,1,R010,Lab Session 02 - VCS Part 02,Agile & Scrum,PDF,Beginner,60,0.8301,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/resource/view.php?id=347959
ST2026,2,R011,Lab Session 2 Recording,Agile & Scrum,Video,Beginner,60,0.8164,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; format suits the learning style; high tf-idf match to the need profile,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=349961
ST2026,3,R008,Lesson 03 - Agile Scrum,Agile & Scrum,PDF,Intermediate,45,0.7303,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; high tf-idf match to the need profile; strong gnn embedding similarity,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/resource/view.php?id=347831
ST2026,4,R007,Lab Session 1 Recording,Software Development Models,Video,Beginner,60,0.5721,Context-aware,Difficulty matches current ability; format suits the learning style,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=349960
ST2026,5,R035,Testing Lecture and Lab (Recording),Software Testing,Video,Intermediate,90,0.5345,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=362804
ST2026,6,R009,Scrum Guides (Official),Agile & Scrum,URL,Intermediate,30,0.5172,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; strong gnn embedding similarity; revisit prerequisites first,Medium Risk,At-Risk Learner,https://online.uom.lk/mod/url/view.php?id=347556
ST2027,1,R031,Software Measurement,Software Measurement,PDF,Advanced,60,0.7847,Rule-based filter,Targets a lesson flagged as non-engaged; format suits the learning style; fits the available study time; high tf-idf match to the need profile,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=353911
ST2027,2,R010,Lab Session 02 - VCS Part 02,Agile & Scrum,PDF,Beginner,60,0.4954,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=347959
ST2027,3,R006,Lab Session 01 - Version Control Systems (VCS),Software Development Models,PDF,Beginner,60,0.4932,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=346072
ST2027,4,R027,Maven Lab - 2,Managing Software Projects,URL/Lab,Intermediate,45,0.4922,Rule-based filter,Difficulty matches current ability; fits the available study time; strong gnn embedding similarity,Medium Risk,Moderate Learner,https://online.uom.lk/mod/url/view.php?id=354271
ST2027,5,R029,Software Testing,Software Testing,PDF,Intermediate,45,0.4861,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=354073
ST2027,6,R018,Data Process Modeling,Software Development Models,PDF,Intermediate,45,0.4842,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Medium Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=369879
ST2028,1,R003,Lesson 01 - Software Engineering Methods,Software Engineering Methods,PDF,Foundational,45,0.6575,Rule-based filter,Targets a lesson flagged as non-engaged; format suits the learning style; fits the available study time; high tf-idf match to the need profile,Low Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=342801
ST2028,2,R033,Testing Lab Sheet,Software Testing,PDF,Intermediate,60,0.506,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time,Low Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=358769
ST2028,3,R029,Software Testing,Software Testing,PDF,Intermediate,45,0.506,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Low Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=354073
ST2028,4,R016,Introduction to UI/UX Design,UI/UX Design,PDF,Intermediate,45,0.5037,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Low Risk,Moderate Learner,https://online.uom.lk/mod/resource/view.php?id=350426
ST2028,5,R021,Maven Lab Session (Recording),Software Development Models,URL/Video,Intermediate,45,0.5018,Context-aware,Difficulty matches current ability; format suits the learning style; fits the available study time; strong gnn embedding similarity,Low Risk,Moderate Learner,https://online.uom.lk/mod/url/view.php?id=351818
ST2028,6,R017,Lab Session 3 (Git),UI/UX Design,URL/Lab,Intermediate,60,0.5001,Rule-based filter,Difficulty matches current ability; fits the available study time,Low Risk,Moderate Learner,https://online.uom.lk/mod/url/view.php?id=351823
ST2029,1,R008,Lesson 03 - Agile Scrum,Agile & Scrum,PDF,Intermediate,45,0.8405,Rule-based filter,Targets a lesson flagged as non-engaged; difficulty matches current ability; fits the available study time,Medium Risk,Passive Learner,https://online.uom.lk/mod/resource/view.php?id=347831
